"","-(stores_empty$stores_remain[i + ((j - 1) * nrow(bmp))] - incoming_runoff_test + outflow)"
"1",-43455.4827346788
"2",-1202.49538548079
"3",-13084.6819845142
"4",-15928.4953532312
"5",-13781.9351886484
"6",-2347.91843007875
"7",-5598.69186714632
"8",-2758.49536613104
"9",-717.462985800157
"10",-34080.9906557088
"11",-32731.9917512368
"12",-19247.7799056558
"13",-3590.49538096664
"14",-105.355301801811
"15",-113.990684090781
"16",-114.005024983042
"17",-106.597281596102
"18",-4310.75560661983
"19",-622.196049240837
"20",-574.495384190303
"21",-339.101972028427
"22",-108498.990707312
"23",-30007.5436065002
"24",-2249.9907730997
"25",-2057.38700481392
"26",-228.086687224708
"27",-326.296029018834
"28",-240.99361429094
"29",-5726.4609804515
"30",-6918.93421112967
"31",-682.478555363218
"32",-695.060364208405
"33",-778.99357547783
"34",-497.724128935412
"35",-210.863105843258
"36",-555.384747286874
"37",-322.478485352385
"38",-67561.0050947364
"39",-346.117718726657
"40",-691.63998354834
"41",-994.49538483597
"42",-113.5004153151
"43",-114.495356456852
"44",-112.642285386324
"45",-113.990709891883
"46",-114.005052772233
"47",-113.384825662635
"48",-114.00505022858
"49",-114.005034968189
"50",-86.9521534078358
"51",-114.005030584854
"52",-113.253589347643
"53",-114.495340331153
"54",-113.990678930386
"55",-113.990676350282
"56",-21629.9218218066
"57",-112.8800803948
"58",-113.990658288964
"59",-114.49532872015
"60",-113.01159101525
"61",-114.004997260425
"62",-112.773500593148
"63",-106.743118501728
"64",-108.536625771156
"65",-113.990647967557
"66",-2734.49539319575
"67",-52934.3252618193
"68",-17407.1379361868
"69",-3963.27992981533
"70",-114.495334525766
"71",-114.005012522756
"72",-112.305470356404
"73",-112.305470356404
"74",-114.495331944696
"75",-114.005007433056
"76",-112.8800803948
"77",-4180.99076789217
"78",-114.495323559111
"79",-6544.49537645149
"80",-46215.924676078
"81",-80449.495360326
"82",-20915.4953833053
"83",-114.495321623841
"84",-113.990645387367
"85",-114.495322914844
"86",-43576.5021791233
"87",-1205.83705214745
"88",-13121.0542067365
"89",-15972.7425754535
"90",-13820.2490775372
"91",-2354.45176341209
"92",-5614.48353381299
"93",-2766.15925501993
