"","SEQNO","ASSET","STRUC_TYPE","MDE_STRUCT","STRUC_DTAL","SW_CAT","PROP_NAME","ACCS_STRT","DEPARTMENT","SEDCONPMT","APPR_DATE","FINAL_DATE","TOTAL_DA","RCN","COMMENTS","POINT_X","POINT_Y","LAND_USE","UPDATE_BY","L_UPDATE","GISOBJID","SW_FILE","P_ST_ADD","MDE","MDN","EASEMENT","COVENANT","STATUS","INSP_REG","Acct","Type_Desc","lulc_70","lulc_40","lulc_30","lulc_20","year","site","lulc_unknown"
"1","1248.02",10479,"INFS","ITRN",NA,"AG","Comus Industrial Park","23920 Frederick Rd","SWM-COMM",901170002,"10/01/1990 12:00:00 AM +0000","04/08/1991 12:00:00 AM +0000","2","0",NA,1227937.49985,576129.43756,15,NA,NA,100000423,"1-88131","23920 Frederick Rd",NA,NA,NA,NA,"I","INSP-REG03","02907172","Surface Infiltration Trench",0,0,0,605.476130656898,"2015","sb",0
"2","1202.02",11601,"SEP","XOGS",NA,"UG","Blake & Sons Movers","Comus Rd","SWM-COMM",933230002,"06/01/1993 12:00:00 AM +0000","12/21/1994 12:00:00 AM +0000","4","88",NA,1228294.6599,575894.519394,15,NA,NA,100001545,"NS93025","Comus Rd","716","515","12092/532","11464/200","I","INSP-REG03","00021833","Oil/grit separator",0,0,0,11137.2981236456,"2015","sb",0
"3","1202",11311,"PDWDED","WEDW",NA,"AG","Blake & Sons Movers","Comus Rd","SWM-COMM",933230002,"06/01/1993 12:00:00 AM +0000","12/21/1994 12:00:00 AM +0000","4","88",NA,1228358.12499,575964.812233,15,NA,NA,100001255,"NS93025","Comus Rd","716","515","12092/532","11464/200","I","INSP-REG03","00021833","Pond-wetland, extended detention",463.79649956154,0,59.6727869762108,684.035104407929,"2015","sb",0
"4","1248",10495,"INFS","ITRN",NA,"AG","Comus Industrial Park","23920 Frederick Rd","SWM-COMM",9001170002,"10/01/1990 12:00:00 AM +0000","04/08/1991 12:00:00 AM +0000","2","0",NA,1228169.12504,576192.437434,15,NA,NA,100000439,"1-88131","23920 Frederick Rd",NA,NA,"4501/622",NA,"I","INSP-REG03","ROW","Surface Infiltration Trench",2009.99852387793,0,269.035879421426,3401.866144842,"2015","sb",0
"5","288016.02",23703,"MBR","MMBR","MBR #1 (1,131 CF)","ESD","LITTLE BENNETT REGIONAL PARK - DAY USE AREA","NORTH FREDERICK ROAD","SWM-MNCPPC-DEP",247331,"07/11/2013 12:00:00 AM +0000","12/22/2015 12:00:00 AM +0000",NA,NA,NA,1226782.26332,580629.732693,41,"KR","07/31/2017 12:00:00 AM +0000",100013537,"239813","NORTH FREDERICK ROAD, CLARKSBURG, MD 20871",NA,NA,NA,NA,"I","INSP-REG03","00024780","Micro-Bioretention",707.79109805543,194.80227307789,399.288669796661,1161.81244170386,"2015","sb",0
"6","288016",23661,"BS","MSWB","BIO-SWALE #1 (858 CF)","ESD","LITTLE BENNETT REGIONAL PARK - DAY USE AREA","NORTH FREDERICK ROAD","SWM-MNCPPC-DEP",247331,"07/11/2013 12:00:00 AM +0000","12/22/2015 12:00:00 AM +0000",NA,NA,NA,1226856.55254,580451.932195,21,"KR","07/31/2017 12:00:00 AM +0000",100013538,"239813","NORTH FREDERICK ROAD, CLARKSBURG, MD 20871",NA,NA,NA,NA,"I","INSP-REG03","00024780","Bioswale",2171.4855382964,0,474.570366780914,497.107239133213,"2015","sb",0
