"","-(stores_empty$stores_remain[i + ((j - 1) * nrow(bmp))] - incoming_runoff_test + outflow)"
"1176",-115
"1177",-115
"1178",-115
"1179",-115
"1180",-115
"1181",-115
"1182",-4182
"1183",-115
"1184",-6545
"1185",-46265
"1186",-80450
"1187",-20916
"1188",-115
"1189",-115
"1190",-115
"1191",-43567
"1192",-1203
"1193",-13094
"1194",-15929
"1195",-13793
"1196",-2352
"1197",-5685
"1198",-2759
"1199",-844
"1200",-34082
"1201",-32897
"1202",-19252
"1203",-3591
"1204",-115
"1205",-115
"1206",-115
"1207",-115
"1208",-4323
"1209",-626
"1210",-575
"1211",-345
"1212",-108500
"1213",-30061
"1214",-2251
"1215",-2167
"1216",-288
"1217",-335
"1218",-269
"1219",-5760
"1220",-6944
"1221",-684
"1222",-762
"1223",-780
"1224",-500
"1225",-288
"1226",-557
"1227",-324
"1228",-67562
"1229",-396
"1230",-1228
"1231",-995
"1232",-115
"1233",-115
"1234",-115
"1235",-115
"1236",-115
"1237",-115
"1238",-115
"1239",-115
"1240",-115
"1241",-115
"1242",-115
"1243",-115
"1244",-115
"1245",-115
"1246",-21644
"1247",-115
"1248",-115
"1249",-115
"1250",-115
"1251",-115
"1252",-115
"1253",-115
"1254",-115
"1255",-115
"1256",-2735
"1257",-52998
"1258",-17516
"1259",-3988
"1260",-115
"1261",-115
"1262",-115
"1263",-115
"1264",-115
"1265",-115
"1266",-115
"1267",-4182
"1268",-115
"1269",-6545
"1270",-46265
"1271",-80450
"1272",-20916
"1273",-115
"1274",-115
"1275",-115
"1276",-43567
"1277",-1203
"1278",-13094
"1279",-15929
"1280",-13793
"1281",-2352
"1282",-5685
"1283",-2759
"1284",-844
"1285",-34082
"1286",-32897
"1287",-19252
"1288",-3591
"1289",-115
"1290",-115
"1291",-115
"1292",-115
"1293",-4323
"1294",-626
"1295",-575
"1296",-345
"1297",-108500
"1298",-30061
"1299",-2251
"1300",-2167
"1301",-288
"1302",-335
"1303",-269
"1304",-5760
"1305",-6944
"1306",-684
"1307",-762
"1308",-780
"1309",-500
"1310",-288
"1311",-557
"1312",-324
"1313",-67562
"1314",-396
"1315",-1228
"1316",-995
"1317",-115
"1318",-115
"1319",-115
"1320",-115
"1321",-115
"1322",-115
"1323",-115
"1324",-115
"1325",-115
"1326",-115
"1327",-115
"1328",-115
"1329",-115
"1330",-115
"1331",-21644
"1332",-115
"1333",-115
"1334",-115
"1335",-115
"1336",-115
"1337",-115
"1338",-115
"1339",-115
"1340",-115
"1341",-2735
"1342",-52998
"1343",-17516
"1344",-3988
"1345",-115
"1346",-115
"1347",-115
"1348",-115
"1349",-115
"1350",-115
"1351",-115
"1352",-4182
"1353",-115
"1354",-6545
"1355",-46265
"1356",-80450
"1357",-20916
"1358",-115
"1359",-115
"1360",-115
"1361",-43567
"1362",-1203
"1363",-13094
"1364",-15929
"1365",-13793
"1366",-2352
"1367",-5685
"1368",-2759
"1369",-844
"1370",-34082
"1371",-32897
"1372",-19252
"1373",-3591
"1374",-115
"1375",-115
"1376",-115
"1377",-115
"1378",-4323
"1379",-626
"1380",-575
"1381",-345
"1382",-108500
"1383",-30061
"1384",-2251
"1385",-2167
"1386",-288
"1387",-335
"1388",-269
"1389",-5760
"1390",-6944
"1391",-684
"1392",-762
"1393",-780
"1394",-500
"1395",-288
"1396",-557
"1397",-324
"1398",-67562
"1399",-396
"1400",-1228
"1401",-995
"1402",-115
"1403",-115
"1404",-115
"1405",-115
"1406",-115
"1407",-115
"1408",-115
"1409",-115
"1410",-115
"1411",-115
"1412",-115
"1413",-115
"1414",-115
"1415",-115
"1416",-21644
"1417",-115
"1418",-115
"1419",-115
"1420",-115
"1421",-115
"1422",-115
"1423",-115
"1424",-115
"1425",-115
"1426",-2735
"1427",-52998
"1428",-17516
"1429",-3988
"1430",-115
"1431",-115
"1432",-115
"1433",-115
"1434",-115
"1435",-115
"1436",-115
"1437",-4182
"1438",-115
"1439",-6545
"1440",-46265
"1441",-80450
"1442",-20916
"1443",-115
"1444",-115
"1445",-115
"1446",-43567
"1447",-1203
"1448",-13094
"1449",-15929
"1450",-13793
"1451",-2352
"1452",-5685
"1453",-2759
"1454",-844
"1455",-34082
"1456",-32897
"1457",-19252
"1458",-3591
"1459",-115
"1460",-115
"1461",-115
"1462",-115
"1463",-4323
"1464",-626
"1465",-575
"1466",-345
"1467",-108500
"1468",-30061
"1469",-2251
"1470",-2167
"1471",-288
"1472",-335
"1473",-269
"1474",-5760
"1475",-6944
"1476",-684
"1477",-762
"1478",-780
"1479",-500
"1480",-288
"1481",-557
"1482",-324
"1483",-67562
"1484",-396
"1485",-1228
"1486",-995
"1487",-115
"1488",-115
"1489",-115
"1490",-115
"1491",-115
"1492",-115
"1493",-115
"1494",-115
"1495",-115
"1496",-115
"1497",-115
"1498",-115
"1499",-115
"1500",-115
"1501",-21644
"1502",-115
"1503",-115
"1504",-115
"1505",-115
"1506",-115
"1507",-115
"1508",-115
"1509",-115
"1510",-115
"1511",-2735
"1512",-52998
"1513",-17516
"1514",-3988
"1515",-115
"1516",-115
"1517",-115
"1518",-115
"1519",-115
"1520",-115
"1521",-115
"1522",-4182
"1523",-115
"1524",-6545
"1525",-46265
"1526",-80450
"1527",-20916
"1528",-115
"1529",-115
"1530",-115
"1531",-43232.4482040365
"1532",-1201.48615644236
"1533",-13066.0459535427
"1534",-15927.4860596937
"1535",-13759.8055659451
"1536",-2339.75529023626
"1537",-5426.07560143895
"1538",-2757.48609839312
"1539",-464.388957400471
"1540",-34078.9719671263
"1541",-32401.9752537104
"1542",-19239.3397169673
"1543",-3589.48614289993
"1544",-86.065905405432
"1545",-111.972052272344
"1546",-112.015074949125
"1547",-89.7918447883055
"1548",-4286.26681985948
"1549",-614.588147722511
"1550",-573.486152570909
"1551",-327.305916085281
"1552",-108496.972121935
"1553",-29900.6308195005
"1554",-2247.97231929909
"1555",-1838.16101444177
"1556",-108.260061674123
"1557",-308.888087056503
"1558",-184.980842872821
"1559",-5659.38294135449
"1560",-6868.80263338901
"1561",-679.435666089654
"1562",-561.181092625214
"1563",-776.98072643349
"1564",-493.172386806235
"1565",-56.5893175297743
"1566",-552.154241860621
"1567",-319.435456057154
"1568",-67559.0152842093
"1569",-246.353156179972
"1570",381.080049354979
"1571",-993.486154507911
"1572",-110.501245945301
"1573",-113.486069370555
"1574",-107.926856158972
"1575",-111.972129675648
"1576",-112.015158316698
"1577",-110.154476987906
"1578",-112.015150685739
"1579",-112.015104904566
"1580",-30.8564602235074
"1581",-112.015091754561
"1582",-109.760768042928
"1583",-113.48602099346
"1584",-111.972036791157
"1585",-111.972029050847
"1586",-21601.7654654197
"1587",-108.6402411844
"1588",-111.971974866893
"1589",-113.48598616045
"1590",-109.03477304575
"1591",-112.014991781274
"1592",-108.320501779444
"1593",-90.2293555051833
"1594",-95.6098773134686
"1595",-111.971943902671
"1596",-2733.48617958726
"1597",-52806.9757854579
"1598",-17189.4138085603
"1599",-3913.839789446
"1600",-113.486003577299
"1601",-112.015037568267
"1602",-106.916411069212
"1603",-106.916411069212
"1604",-113.485995834088
"1605",-112.015022299169
"1606",-108.6402411844
"1607",-4178.97230367651
"1608",-113.485970677333
"1609",-6543.48612935448
"1610",-46117.774028234
"1611",-80448.486080978
"1612",-20914.486149916
"1613",-113.485964871524
"1614",-111.9719361621
"1615",-113.485968744531
"1616",-43018.9158525174
"1617",-1203.31397955139
"1618",-13074.4641293077
"1619",-15970.2193416096
"1620",-13764.925020779
"1621",-2334.04391380586
"1622",-5182.94286954458
"1623",-2763.63608567512
"1624",-87.1223592453864
"1625",-34170.6161564747
"1626",-31998.3310629764
"1627",-19280.1572117124
"1628",-3597.94728579987
"1629",-57.4512552553084
"1630",-109.263548989132
"1631",-109.349594342694
"1632",-64.9031340210554
"1633",-4261.5419730523
"1634",-604.91518433391
"1635",-573.56952736404
"1636",-310.570165503894
"1637",-108795.33313276
"1638",-29823.7644167788
"1639",-2251.19741637597
"1640",-1515.34147332799
"1641",70.6798766517546
"1642",-283.706729668561
"1643",-101.708907967864
"1644",-5574.76588270899
"1645",-6812.89415566691
"1646",-676.771332179308
"1647",-362.478851917094
"1648",-776.128119533646
"1649",-487.733662501358
"1650",174.021364940451
"1651",-548.855705943464
"1652",-315.770912114307
"1653",-67743.7027906408
"1654",-97.806312359944
"1655",1986.74898759885
"1656",-994.73619790471
"1657",-106.321936335046
"1658",-112.291583185554
"1659",-101.173156762388
"1660",-109.263703795741
"1661",-109.34976107784
"1662",-105.628398420256
"1663",-109.349745815922
"1664",-109.349654253576
"1665",52.9676351085408
"1666",-109.349627953567
"1667",-104.8409805303
"1668",-112.291486431364
"1669",-109.263518026759
"1670",-109.263502546139
"1671",-21619.6531530616
"1672",-102.599926813244
"1673",-109.263394178231
"1674",-112.291416765344
"1675",-103.388990535945
"1676",-109.349428006992
"1677",-101.960448003332
"1678",-65.7781554548111
"1679",-76.5391990713816
"1680",-109.263332249787
"1681",-2739.56958139675
"1682",-52763.1682375824
"1683",-16911.4831726761
"1684",-3850.75735666977
"1685",-112.291451599043
"1686",-109.349519580979
"1687",-99.1522665828694
"1688",-99.1522665828694
"1689",-112.29143611262
"1690",-109.349489042782
"1691",-102.599926813244
"1692",-4187.56127401969
"1693",-112.29138579911
"1694",-6560.15281426452
"1695",-46099.0619453569
"1696",-80670.4443841783
"1697",-20971.0722998319
"1698",-112.291374187492
"1699",-109.263316768645
"1700",-112.291381933507
"1701",-43139.9352969618
"1702",-1203.31397955139
"1703",-13110.8363515299
"1704",-15970.2193416096
"1705",-13803.2389096679
"1706",-2340.57724713919
"1707",-5198.73453621124
"1708",-2763.63608567512
"1709",-89.4668036898309
"1710",-34170.6161564747
"1711",-32089.711618532
"1712",-19280.1572117124
"1713",-3597.94728579987
"1714",-57.7706996997528
"1715",-109.582993433577
"1716",-109.669038787139
"1717",-65.2225784654998
"1718",-4273.55030638563
"1719",-606.654073222799
"1720",-575.166749586262
"1721",-311.528498837228
"1722",-108795.33313276
"1723",-29907.2671945566
"1724",-2251.19741637597
"1725",-1521.36091777244
"1726",69.8798766517546
"1727",-284.637285224116
"1728",-102.456130190086
"1729",-5590.76588270899
"1730",-6832.1830445558
"1731",-678.671332179308
"1732",-364.595518583761
"1733",-778.294786200312
"1734",-489.122551390247
"1735",173.221364940451
"1736",-550.402928165686
"1737",-316.670912114307
"1738",-67743.7027906408
"1739",-98.906312359944
"1740",1983.33787648774
"1741",-997.500086793599
"1742",-106.641380779491
"1743",-112.611027629998
"1744",-101.492601206832
"1745",-109.583148240185
"1746",-109.669205522285
"1747",-105.9478428647
"1748",-109.669190260366
"1749",-109.669098698021
"1750",52.6481906640964
"1751",-109.669072398011
"1752",-105.160424974744
"1753",-112.610930875809
"1754",-109.582962471204
"1755",-109.582946990583
"1756",-21679.7753752838
"1757",-102.919371257689
"1758",-109.582838622675
"1759",-112.610861209788
"1760",-103.70843498039
"1761",-109.668872451437
"1762",-102.279892447776
"1763",-66.0975998992556
"1764",-76.8586435158261
"1765",-109.582776694232
"1766",-2739.56958139675
"1767",-52910.3849042491
"1768",-16960.1387282316
"1769",-3861.83513444755
"1770",-112.610896043488
"1771",-109.668964025424
"1772",-99.4717110273139
"1773",-99.4717110273139
"1774",-112.610880557065
"1775",-109.668933487226
"1776",-102.919371257689
"1777",-4187.56127401969
"1778",-112.610830243555
"1779",-6560.15281426452
"1780",-46227.5758342458
"1781",-80670.4443841783
"1782",-20971.0722998319
"1783",-112.610818631937
"1784",-109.582761213089
"1785",-112.610826377951
"1786",-43260.9547414062
"1787",-1203
"1788",-13110.8363515299
"1789",-15929
"1790",-13803.2389096679
"1791",-2347.11058047253
"1792",-5214.52620287791
"1793",-2759
"1794",-91.8112481342753
"1795",-34082
"1796",-32181.0921740875
"1797",-19252
"1798",-3591
"1799",-58.0901441441973
"1800",-109.902437878021
"1801",-109.988483231583
"1802",-65.5420229099443
"1803",-4285.55863971896
"1804",-608.392962111688
"1805",-575.166749586262
"1806",-312.486832170561
"1807",-108500
"1808",-29990.7699723344
"1809",-2251
"1810",-1527.38036221688
"1811",69.0798766517546
"1812",-285.567840779672
"1813",-103.203352412308
"1814",-5606.76588270899
"1815",-6851.47193344469
"1816",-680.571332179308
"1817",-366.712185250428
"1818",-780.461452866979
"1819",-490.511440279136
"1820",172.421364940451
"1821",-551.950150387908
"1822",-317.570912114307
"1823",-67562
"1824",-100.006312359944
"1825",1979.92676537662
"1826",-997.500086793599
