"","SEQNO","ASSET","STRUC_TYPE","MDE_STRUCT","STRUC_DTAL","SW_CAT","PROP_NAME","ACCS_STRT","DEPARTMENT","SEDCONPMT","APPR_DATE","FINAL_DATE","TOTAL_DA","RCN","COMMENTS","POINT_X","POINT_Y","LAND_USE","UPDATE_BY","L_UPDATE","GISOBJID","SW_FILE","P_ST_ADD","MDE","MDN","EASEMENT","COVENANT","STATUS","INSP_REG","Acct","Type_Desc","lulc_70","lulc_40","lulc_30","lulc_20","year","site","lulc_unknown"
"1","290864.14",25508,"AQFIL","FUND","5208H","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","WELLSPRING AVENUE","SWM-RESID-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1230063.83188,567248.892329,21,"KR","03/12/2018 12:00:00 AM +0000",100015214,"282018","WELLSPRING AVENUE",NA,NA,"46519/163","46519/170","I","INSP-REG03","03732861","Aquafilter",0,0,297.280334358104,308.399604089325,"2016","cb",0
"2","290864.06",25416,"FSU","OTH","4084","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","ESTUARY DRIVE","SWM-MCG-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1230112.42267,566974.588743,21,"KR","03/12/2018 12:00:00 AM +0000",100015215,"282018","ESTUARY DRIVE",NA,NA,NA,NA,"I","INSP-REG03","ROW","Flow splitter underground",0,0,1007.14661096921,818.956449536607,"2016","cb",0
"3","290864.02",25403,"AQSW","XOGS","404A","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","ESTUARY DRIVE","SWM-MCG-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1230140.60765,566953.038918,21,"KR","03/12/2018 12:00:00 AM +0000",100015216,"282018","ESTUARY DRIVE",NA,NA,NA,NA,"I","INSP-REG03","ROW","Aquaswirl",0,0,1577.78636450181,6113.71667026822,"2016","cb",0
"4","290864.05",25560,"STFIL","FUND","404D","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","ESTUARY DRIVE","SWM-MCG-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,"Stru type changed JELLY to STFIL per Ron",1230277.43644,567116.222975,21,"RM","11/18/2019 12:00:00 AM +0000",100015217,"282018","ESTUARY DRIVE",NA,NA,NA,NA,"I","INSP-REG03","ROW","Stormfilter",0,0,17.6806874461472,588.002301981673,"2016","cb",0
"5","290864.08",25369,"AQSW","XOGS","505A","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","WELLSPRING AVENUE","SWM-MCG-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1229875.30339,567063.379576,21,"KR","03/12/2018 12:00:00 AM +0000",100015218,"282018","WELLSPRING AVENUE",NA,NA,NA,NA,"I","INSP-REG03","ROW","Aquaswirl",0,0,657.981498517096,13736.0193499178,"2016","cb",0
"6","290864.07",25462,"INFB","ITRN","505 - RECHARGE TRENCH","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","WELLSPRING AVENUE","SWM-RESID-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1229887.34208,567030.711335,21,"KR","03/12/2018 12:00:00 AM +0000",100015219,"282018","WELLSPRING AVENUE",NA,NA,"46519/163","46519/170","I","INSP-REG03","03733001","Infiltration Trench, Buried by Design",0,0,349.205656169914,1746.81623224849,"2016","cb",0
"7","290864.09",25451,"INFB","ITRN","506 - RECHARGE TRENCH","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","WELLSPRING AVENUE","SWM-RESID-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1229857.33886,566999.328851,21,"KR","03/12/2018 12:00:00 AM +0000",100015220,"282018","WELLSPRING AVENUE",NA,NA,"46519/163","46519/170","I","INSP-REG03","03733001","Infiltration Trench, Buried by Design",0,0,158.200641095871,447.485702904873,"2016","cb",0
"8","290864.10",25440,"AQSW","XOGS","506A","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","WELLSPRING AVENUE","SWM-MCG-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1229835.42322,567013.60835,21,"KR","03/12/2018 12:00:00 AM +0000",100015221,"282018","WELLSPRING AVENUE",NA,NA,NA,NA,"I","INSP-REG03","ROW","Aquaswirl",0,0,323.125643897802,282.559668304864,"2016","cb",0
"9","290864",25517,"INFB","ITRN","401 - RECHARGE TRENCH","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","ESTUARY DRIVE","SWM-RESID-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1230317.92652,567137.797735,21,"KR","03/12/2018 12:00:00 AM +0000",100015223,"282018","ESTUARY DRIVE",NA,NA,"46519/163","46519/170","I","INSP-REG03","03733182","Infiltration Trench, Buried by Design",0,0,63.7430721642449,541.93991706986,"2016","cb",0
"10","290864.03",25503,"UG","OTH","404B - STORAGE VAULT","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","ESTUARY DRIVE","SWM-MCG-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1230227.76135,567054.895013,21,"KR","03/12/2018 12:00:00 AM +0000",100015224,"282018","ESTUARY DRIVE",NA,NA,NA,NA,"I","INSP-REG03","ROW","Underground detention",0,0,176.231381380698,1623.60337882303,"2016","cb",0
"11","290864.04",25417,"UG","OTH","404C - STORAGE VAULT","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","ESTUARY DRIVE","SWM-MCG-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1230258.10479,567090.765676,21,"KR","03/12/2018 12:00:00 AM +0000",100015225,"282018","ESTUARY DRIVE",NA,NA,NA,NA,"I","INSP-REG03","ROW","Underground detention",0,0,71.4492392144166,1136.46094509726,"2016","cb",0
"12","290864.15",25809,"FSU","OTH","5202A","UG","CABIN BRANCH - WINCHESTER PHASE 1.1","WELLSPRING AVENUE","SWM-MCG-DEP",246271,"05/02/2013 12:00:00 AM +0000","11/03/2017 12:00:00 AM +0000",NA,NA,NA,1229821.29529,567000.439413,21,"SR","04/17/2018 12:00:00 AM +0000",100015688,"282018","WELLSPRING AVENUE",NA,NA,NA,NA,"I","INSP-REG03","ROW","Flow splitter underground",0,0,418.278535200283,1407.8209950435,"2016","cb",0
